24,52111
29,08338
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,18706
24,18706
24,52111
24,52111
24,52111
24,18706
29,45179
29,45179
29,45179
29,45179
24,52111
29,32062
29,32062
29,32062
29,32062
29,32062
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
gen=15 bestFitness=29,451790
24,18706
24,52111
5,900987
24,52111
6,1525
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,18706
24,52111
24,18706
24,52111
24,52111
29,08338
29,32062
29,4746
gen=16 bestFitness=29,474600
24,18706
24,52111
6,1525
6,160666
24,52111
24,18706
24,52111
24,52111
24,18706
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
29,32062
29,32062
29,32062
29,47337
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
29,4746
29,45179
29,4746
29,4746
6,1525
6,1525
6,1525
6,1525
6,160666
24,52111
24,18706
gen=17 bestFitness=29,474600
24,18706
24,52111
6,1525
24,52111
24,52111
24,52111
24,52111
24,52111
29,45179
29,4746
29,4746
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
1,492555
24,52111
24,52111
24,52111
24,52111
24,18706
29,45179
29,4746
29,45179
6,1525
6,1525
6,1525
24,52111
24,18706
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
gen=18 bestFitness=29,474600
24,18706
24,52111
24,52111
24,52111
24,52111
1,517564
24,52111
24,52111
24,52111
24,52111
6,1525
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
6,1525
6,1525
24,52111
1,517564
1,492555
24,52111
1,492555
1,492555
1,492555
1,492555
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
29,45179
29,45179
29,45179
29,45179
29,45179
29,4746
29,12515
29,12515
gen=19 bestFitness=29,474600
6,160666
1,492555
24,52111
1,492555
24,52111
24,52111
24,52111
24,52111
6,1525
24,52111
24,52111
24,52111
6,1525
6,1525
6,160666
6,160666
6,1525
6,1525
29,45179
29,45179
29,45179
29,45179
29,4746
24,52111
24,52111
24,52111
24,52111
24,52111
1,492555
1,492555
1,492555
1,492555
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
gen=20 bestFitness=29,474600
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
29,45179
29,45179
29,45179
29,45179
29,45179
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
1,492555
1,492555
1,492555
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
6,1525
6,160666
6,1525
6,1525
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
gen=21 bestFitness=29,451790
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
6,1525
6,160666
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
1,517564
1,492555
1,492555
1,492555
1,492555
29,45179
29,45179
29,45179
gen=22 bestFitness=29,451790
24,18706
24,52111
24,52111
24,52111
24,18706
1,492555
24,52111
1,492555
1,492555
1,492555
24,52111
1,492555
24,52111
24,52111
24,52111
24,18706
24,52111
6,160666
6,1525
6,160666
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,341944
29,45179
29,45179
29,45179
24,52111
24,52111
24,52111
24,18706
24,52111
24,18706
24,52111
24,52111
24,52111
gen=23 bestFitness=29,451790
24,18706
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
1,492555
1,492555
1,492555
1,492555
1,517564
1,492555
24,18706
24,52111
24,52111
24,52111
1,492555
1,492555
1,492555
1,492555
1,492555
29,45179
29,45179
29,45179
29,45179
29,45179
1,492555
1,492555
1,492555
1,492555
gen=24 bestFitness=29,451790
1,517564
1,492555
1,492555
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
5,900987
6,1525
1,517564
1,517564
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
gen=25 bestFitness=24,521110
6,160666
6,160666
6,1525
6,1525
6,1525
1,492555
1,492555
6,1525
6,1525
6,1525
1,492555
1,492555
1,492555
1,492555
1,492555
1,517564
1,492555
1,492555
1,492555
1,517564
1,492555
1,492555
1,492555
1,492555
1,492555
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
24,18706
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
24,52111
gen=26 bestFitness=24,521110
24,18706
24,52111
24,18706
6,1525
6,1525
1,517564
1,492555
6,1525
6,1525
5,900987
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
1,492555
1,492555
1,492555
1,492555
1,517564
1,492555
1,492555
1,492555
1,517564
1,492555
1,492555
1,492555
6,1525
6,160666
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,160666
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
gen=27 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
24,18706
24,18706
24,52111
24,52111
24,52111
24,52111
6,1525
6,1525
6,1525
6,160666
1,492555
1,517564
1,492555
1,517564
5,900987
5,900987
5,90898
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,160666
6,160666
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
gen=28 bestFitness=24,521110
6,160666
6,1525
6,1525
5,900987
5,90898
6,1525
6,1525
6,1525
24,52111
6,160666
6,1525
6,1525
6,1525
5,90898
6,160666
6,1525
6,160666
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
5,90898
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
24,18706
24,52111
24,18706
24,52111
24,52111
24,18706
24,52111
24,52111
gen=29 bestFitness=24,521110
6,160666
24,52111
6,1525
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
24,18706
24,52111
24,18706
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
5,900987
6,160666
6,1525
6,1525
6,1525
6,160666
gen=30 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
6,1525
6,160666
5,900987
6,1525
6,1525
6,1525
6,160666
6,1525
6,160666
6,1525
6,1525
24,18706
24,52111
5,900987
5,900987
5,90898
5,900987
5,900987
5,900987
5,90898
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
6,160666
6,160666
6,160666
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
gen=31 bestFitness=24,521110
6,160666
5,90898
6,1525
6,1525
6,1525
6,1525
6,160666
5,900987
24,52111
24,52111
24,52111
24,52111
24,52111
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,160666
gen=32 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
5,900987
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
6,1525
5,900987
5,900987
5,90898
6,1525
6,1525
6,160666
6,1525
6,1525
6,160666
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
5,90898
5,900987
5,900987
5,900987
5,900987
6,1525
5,900987
5,900987
24,18706
24,52111
24,52111
24,52111
24,18706
24,52111
24,52111
gen=33 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
5,900987
24,18706
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,90898
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
6,1525
5,90898
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
gen=34 bestFitness=24,521110
6,160666
6,1525
5,900987
5,900987
5,900987
6,1525
5,900987
5,900987
5,90898
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
24,52111
24,52111
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
24,52111
gen=35 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
24,18706
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
5,90898
5,900987
5,900987
5,90898
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
gen=36 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,160666
5,900987
5,900987
5,900987
5,900987
1,492555
6,1525
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
24,52111
gen=37 bestFitness=24,521110
6,160666
6,160666
5,900987
5,900987
5,90898
6,1525
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
6,160666
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,90898
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
gen=38 bestFitness=24,521110
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,90898
6,1525
6,1525
5,900987
5,900987
5,900987
24,18706
24,52111
24,52111
24,52111
6,1525
6,160666
6,1525
6,160666
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
1,492555
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
5,900987
5,900987
6,1525
gen=39 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
24,52111
24,52111
6,1525
6,1525
6,1525
6,160666
24,52111
24,52111
24,52111
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,90898
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
1,492555
1,492555
1,492555
1,492555
6,1525
5,900987
5,900987
24,52111
24,52111
24,52111
24,52111
gen=40 bestFitness=24,521110
6,160666
6,160666
6,1525
6,1525
6,1525
5,90898
5,900987
6,1525
6,160666
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,160666
5,900987
5,90898
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
24,52111
24,18706
24,52111
24,52111
24,52111
24,52111
24,52111
5,90898
5,900987
5,900987
5,900987
5,900987
5,90898
6,1525
6,1525
6,1525
6,1525
6,1525
1,492555
1,492555
1,492555
gen=41 bestFitness=24,521110
6,160666
1,492555
1,492555
1,492555
6,1525
6,1525
5,900987
6,160666
6,1525
6,160666
6,1525
6,1525
6,1525
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
5,90898
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,90898
6,160666
gen=42 bestFitness=24,521110
5,90898
6,160666
5,900987
5,900987
6,1525
6,1525
6,1525
1,492555
1,517564
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
24,52111
24,52111
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
6,1525
6,1525
6,1525
6,1525
5,900987
6,160666
5,900987
5,900987
5,90898
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
5,900987
6,1525
gen=43 bestFitness=24,521110
6,160666
6,1525
5,900987
6,1525
1,517564
6,1525
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
5,900987
24,18706
5,900987
5,900987
5,900987
5,900987
5,900987
5,900987
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
1,517564
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
gen=44 bestFitness=24,187060
6,160666
6,1525
6,1525
6,1525
6,160666
1,492555
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
6,1525
6,160666
6,160666
6,1525
6,1525
6,1525
1,492555
1,492555
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
gen=45 bestFitness=24,521110
6,160666
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
1,492555
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
1,492555
1,492555
1,492555
1,492555
1,492555
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
24,52111
24,52111
1,492555
24,52111
5,900987
5,90898
5,900987
5,900987
5,900987
gen=46 bestFitness=24,521110
6,160666
6,1525
6,160666
6,1525
5,900987
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
1,492555
1,492555
1,492555
gen=47 bestFitness=6,160666
6,160666
6,1525
6,1525
6,1525
5,900987
6,1525
5,900987
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
6,170019
6,1525
6,1525
1,492555
1,517564
1,492555
1,492555
6,1525
6,1525
6,1525
6,1525
gen=48 bestFitness=6,170019
6,160666
6,1525
5,900987
6,160666
6,1525
6,1525
6,1525
6,1525
1,492555
1,492555
1,517564
6,160666
6,1525
6,1525
1,492555
1,492555
1,492555
1,492555
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
6,160666
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,90898
6,160666
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
gen=49 bestFitness=6,160666
5,90898
6,1525
6,1525
6,1525
1,492555
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
5,900987
5,900987
5,900987
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
6,1525
5,900987
6,1525
6,1525
24,52111
6,1525
6,1525
6,1525
6,1525
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
1,492555
Generation;MaxFitness;MeanFitness
0;0,000000;0,000000
0;0,000000;0,000000
1;29,451790;12,287470
2;29,451790;21,527524
3;24,521110;19,833074
4;24,521110;16,912934
5;24,521110;13,096860
6;24,521110;17,937657
7;24,521110;15,873124
8;24,521110;16,598813
9;24,521110;13,365750
10;24,521110;13,367001
11;24,521110;7,340520
12;24,521110;6,220847
13;24,521110;5,738136
14;24,521110;5,546631
15;24,521110;7,863289
16;24,521110;5,512313
17;24,521110;9,185767
18;24,521110;7,764198
19;24,521110;6,833592
20;6,152500;5,914362
21;5,908980;5,901786
22;24,521110;6,845776
23;24,521110;6,846176
24;24,521110;6,392749
25;5,908980;5,242571
26;6,160666;4,815163
27;5,908980;4,583008
28;5,908980;4,140463
29;5,908980;4,582557
30;5,908980;4,802979
31;5,908980;5,902586
32;6,152500;5,694740
